LDY_RANK,종목코드,종목명,시장,업종_대분류,종가,거래대금(억원),시가총액(억원),켈리_수량,추천금액(만원),상태,ROUTE,ACTION_PRIORITY,IS_ACTIVE,IS_NOW_ENTRY,IS_WATCH,DISPLAY_SCORE,FINAL_SCORE,STRUCT_SCORE,TIMING_SCORE,AI_SCORE,NEWS_SCORE,ELITE_SCORE,AXIS_MEAN,AXIS_GAP,BALANCE_SCORE,RR_NOW_TP1,ENTRY_GAP_PCT,ELITE_REASON,TOP_PICK,추천매수가,손절가,추천매도가1,추천매도가2,TRIGGER,V_POWER,거래강도,VWAP,POC_GAP,NEWS_REASON,TTM_SQUEEZE_CNT,Low_Trend_PCT,RSI14,이격도,SCORE_REASON_TOP1,SCORE_REASON_TOP2,SCORE_RISK,ROUTE_REASON,MACRO_RISK,MARKET_BREADTH,업종,거래대금(원),MFI14,BB_BW,TTM_SQUEEZE,BB_SQUEEZE_BW,ret_1d_%,ret_5d_%,ret_10d_%,ret_20d_%,ret_60d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,RES_RATIO,RES_RATIO_NEAR,IS_ABOVE_POC,NEAR_THRES,RSI_Rising,BB_Expanding,Vol_Quality,Range_Pos,추천매도가3,TP1_METHOD,TP1_PROB,TP2_METHOD,TP2_PROB,TP3_METHOD,TP3_PROB,EXEC_RULE_ID,STOP_PCT,MAX_LOSS_PCT,RR_MULT,STOP_REASON,ENTRY_ACTION,POSITION_PCT,Above_MA20,SUPERTREND_DIR,SUPERTREND_VAL,VWAP_GAP,MACD_Slope_PCT,IS_SWING_SUPPORT,주봉20선_상회,주봉추세,HMA20,HMA_Trend,HMA_On,OBV_Div,외인순매수,기관순매수,메이저순매수,gap_pct,_data_length,consecutive_limit_up,MTF_WEEKLY_TREND,MTF_MONTHLY_TREND,MTF_DATA_SUFFICIENT,개인순매수,업종_상세,SECTOR_RET_5D,SECTOR_RS,SECTOR_RANK,ML_SCORE,ML_STATUS,TRIGGER_SCORE,RAW_TRIGGER_SCORE,EBS,PASS_EBS,W_STRUCT,W_TIMING,W_AI,SCORING_AXES,STRATEGY,STRATEGY_SCORE,STRATEGY_HORIZON,REASON_THRESHOLD,기준일,시총기준일,AI_COMMENT,LDY_SCORE,TOTAL_SCORE,RANK_SCORE,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,ROW_BUILD_MODE,EST_WIN_RATE,CAL_HOLD_REASON,LOW_WR_FLAG,LEGACY_EST_WIN_RATE,LEGACY_LOW_WR_FLAG,CALIBRATION_MODE,CAL_N_TRADES,KELLY_PLANNED_B,KELLY_EMPIRICAL_B,KELLY_FINAL_B,KELLY_FRACTION,켈리_금액(원),추천수량,KELLY_ENGINE,KELLY_ERROR,CARRY_FROM_DATE,CARRY_AGE_DAYS,IS_STALE_CARRY,STALE_PENALTY,DATA_FRESHNESS_OK,TP1_PCT,TOP_PICK_TYPE,EST_WIN_RATE_METHOD,EST_WIN_RATE_MODE,EST_WIN_RATE_N,CONFIG_VERSION,RUN_STATUS,DEGRADED_REASONS,CONFIDENCE_SCORE,MAX_ALLOWED_ROUTE,AXIS_MCAP,AXIS_BENCH,AXIS_FLOW,AXIS_NEWS,AXIS_SECTOR,AXIS_ML,AXIS_TRIGGER,FALLBACK_COUNT,AXIS_QUALITY,HAS_NEWS,HAS_FLOW,HAS_SECTOR,CARRY_FAIL_REASON
140,051900,LG생활건강,KOSPI,화학·소재,255000,107.68,39021.3,0.0,0.0,WAIT,WAIT,3,False,1,True,47.2,47.2,72.2,41.1,9.6,0.0,35.9,41.0,62.6,21.8,1.88,0.0,RR1.9 + 진입적정,0,255000.0,242000.0,279500.0,303000.0,🚀급등시동/⚡눌림회복,0.32,0.95,257917,-4.22,특이사항 없음,1,4.26,63.8,2.34,STRUCT 강점,,,추세 관망,CAUTION,49.2,기타 화학제품 제조업,10767925250.0,67.5,7.93,0,1,0.39,1.8,2.41,3.24,-7.27,-10.37,-6.75,-37.55,-64.88,0.767,0.447,0,6.0,1,0,1.27,0.82,,SWING_60D,60,SWING_120D,45,,0,v1_sl_first_gap_at_open,5.1,5.0,1.9,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,263000.0,-1.13,0.0057,True,X,▼,252973,▲,O,X,0,0,0,-0.59,250,0,-1,-1,1,0.0,기타 화학제품 제조업,8.020196078431372,19.193137254901963,9.0,9.6,OK,54.95657003151252,54.95657003151252,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,47.2,47.2,47.2,30.28,30.28,FRESH,0.62,,False,0.3,True,MATURE,4069.0,1.885,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,9.6,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
141,059120,아진엑스텍,KOSDAQ,반도체,7730,107.66,1415.4,0.0,0.0,WAIT,WAIT,3,False,1,True,51.5,51.5,96.0,25.8,14.0,0.0,35.1,45.3,82.0,0.0,0.88,0.0,진입적정,0,7730.0,6910.0,8450.0,11670.0,,-0.46,3.63,8067,-6.17,특이사항 없음,0,9.36,66.3,7.18,STRUCT 강점,,,추세 관망,CAUTION,49.2,반도체 제조업,10766091615.0,78.8,20.82,0,0,-0.64,4.6,6.18,12.85,-21.76,83.31,2.86,-52.04,28.8,0.481,0.342,0,10.0,1,0,1.5,0.63,,SWING_20D,80,SWING_60D,60,,0,v1_sl_first_gap_at_open,10.61,6.0,0.9,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,8189.0,-4.18,0.0388,False,O,▲,7657,▲,O,X,0,0,0,1.41,250,0,1,1,1,0.0,반도체 제조업,14.27,51.881875,1.0,14.0,OK,34.0,34.0,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,51.5,51.5,51.5,30.28,30.28,FRESH,0.62,,False,0.332,True,MATURE,4069.0,0.878,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,9.3,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
142,042520,한스바이오메드,KOSDAQ,기타,31100,69.19,4435.3,0.0,0.0,WAIT,WAIT,3,False,1,True,38.5,38.5,47.5,36.8,23.7,0.0,34.5,36.0,23.8,70.2,3.84,0.0,RR3.8 + 진입적정,0,31100.0,28900.0,39550.0,57800.0,,-1.16,1.04,41326,5.7,특이사항 없음,0,3.47,47.7,-6.34,저점추세 양호,,,추세 관망,CAUTION,49.2,의료용품 및 기타 의약 관련제품 제조업,6919451300.0,52.2,25.27,0,0,-6.18,-5.9,-10.5,-7.72,12.68,15.83,-17.71,-17.6,-38.68,0.516,0.211,1,12.0,1,0,1.28,0.21,66000.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,7.07,6.0,3.8,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,0,-1,38850.0,-24.75,-0.0584,True,X,▼,32495,▼,X,X,0,0,0,-0.6,250,0,-1,1,1,0.0,의료용품 및 기타 의약 관련제품 제조업,7.818846153846153,14.542115384615384,10.0,23.7,OK,33.07882057019657,33.07882057019657,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,38.5,38.5,38.5,30.28,30.28,FRESH,0.62,,False,0.3,True,MATURE,4069.0,3.841,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,27.2,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
143,011200,HMM,KOSPI,기타,20750,187.88,195721.9,0.0,0.0,WAIT,WAIT,3,False,1,True,41.3,41.3,59.1,10.8,66.8,0.0,33.8,45.6,56.0,30.0,1.25,0.0,RR1.2 + 진입적정,0,20750.0,19830.0,21900.0,24950.0,,-0.65,0.76,21438,-1.51,특이사항 없음,0,4.23,51.6,-0.24,AI 강점,,,추세 관망,CAUTION,49.2,해상 운송업,18788094000.0,57.7,8.37,0,1,-0.95,-1.66,-1.19,6.03,3.75,0.97,-3.96,-26.53,-53.54,0.413,0.36,0,6.0,1,0,1.7,0.5,,SWING_20D,80,SWING_60D,60,,0,v1_sl_first_gap_at_open,4.43,4.0,1.2,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,0,1,19760.0,-3.21,-0.0633,True,X,▼,21020,▼,X,X,0,0,0,-0.24,250,0,-1,1,1,0.0,해상 운송업,7.818846153846153,14.542115384615384,10.0,66.8,OK,22.071262912056454,22.071262912056454,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,41.3,41.3,41.3,30.28,30.28,FRESH,0.62,,False,0.3,True,MATURE,4069.0,1.25,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,5.5,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
144,030000,제일기획,KOSPI,미디어·콘텐츠,19700,59.19,22663.1,0.0,0.0,WAIT,WAIT,3,False,1,True,41.3,41.3,62.1,33.7,14.7,0.0,33.0,36.8,47.4,40.7,2.06,0.0,RR2.1 + 진입적정,0,19700.0,19070.0,21000.0,23100.0,🚀급등시동,-2.22,0.92,20641,-6.09,특이사항 없음,0,5.21,60.0,0.95,STRUCT 강점,,,추세 관망,CAUTION,49.2,광고업,5918870855.0,42.9,6.83,0,1,-0.25,-0.56,0.51,3.85,-5.74,-3.19,-6.14,-36.02,-57.7,0.931,0.345,0,6.0,1,0,1.22,0.8,,VP_RESISTANCE,65,SWING_60D,60,,0,v1_sl_first_gap_at_open,3.2,5.0,2.1,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,20295.0,-4.56,-0.0563,True,X,▼,19941,▼,X,X,0,0,0,-0.05,250,0,-1,-1,1,0.0,광고업,4.9375,-0.1749999999999996,14.0,14.7,OK,48.32045462692173,48.32045462692173,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,41.3,41.3,41.3,30.28,30.28,FRESH,0.62,,False,0.3,True,MATURE,4069.0,2.063,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,6.6,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
145,032640,LG유플러스,KOSPI,IT/전기전자,16470,112.93,70792.7,0.0,0.0,WAIT,WAIT,3,False,1,True,34.8,34.8,25.1,24.6,74.6,0.0,32.6,41.4,50.0,37.5,3.27,0.0,RR3.3 + 진입적정,0,16470.0,15850.0,18500.0,19640.0,⚡눌림회복,-2.16,0.73,16233,8.74,특이사항 없음,0,7.35,54.9,-0.91,AI 강점,,,추세 관망,CAUTION,49.2,전기 통신업,11292770655.0,50.8,18.21,0,0,0.24,-5.4,-5.72,6.05,2.81,8.07,-3.94,-27.47,-46.44,0.227,0.227,1,7.5,1,0,0.79,0.38,21100.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,3.76,4.0,3.3,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,0,1,15938.0,1.46,-0.2447,True,O,▲,16989,▼,X,X,0,0,0,-0.24,250,0,1,1,1,0.0,전기 통신업,2.8081111111111112,29.43988888888889,7.0,74.6,OK,15.037533637471835,15.037533637471835,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,34.8,34.8,34.8,30.28,30.28,FRESH,0.62,,False,0.3,True,MATURE,4069.0,3.274,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,12.3,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
146,180640,한진칼,KOSPI,금융,114700,92.82,76576.3,0.0,0.0,WAIT,WAIT,3,False,1,True,43.3,43.3,78.0,21.2,17.9,0.0,31.8,39.0,60.1,24.9,1.4,0.0,RR1.4 + 진입적정,0,114700.0,109500.0,122000.0,175900.0,,-1.19,0.76,125772,-0.57,특이사항 없음,0,6.31,50.0,0.76,STRUCT 강점,,,추세 관망,CAUTION,49.2,기타 금융업,9282295800.0,46.5,12.34,0,0,-0.17,-3.61,2.69,6.4,-1.63,9.55,-3.59,-31.91,-44.96,0.712,0.393,0,8.4,1,0,1.1,0.54,,SWING_20D,80,SWING_60D,60,,0,v1_sl_first_gap_at_open,4.53,4.0,1.4,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,127040.0,-8.8,-0.1367,True,X,▼,117010,▼,X,X,0,0,0,0.0,250,0,-1,1,1,0.0,기타 금융업,8.51875,22.95075,8.0,17.9,OK,37.061635016010385,37.061635016010385,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,43.3,43.3,43.3,30.28,30.28,FRESH,0.62,,False,0.3,True,MATURE,4069.0,1.404,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,6.4,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
147,032500,케이엠더블유,KOSDAQ,IT/전기전자,28550,110.19,12035.2,0.0,0.0,WAIT,WAIT,3,False,1,True,40.1,40.1,61.7,5.1,66.9,0.0,31.7,44.6,61.8,22.8,7.33,0.0,RR7.3 + 진입적정,0,28550.0,27650.0,35150.0,36650.0,,-1.02,0.54,26456,-2.99,특이사항 없음,0,17.49,54.8,-1.48,AI 강점,STRUCT 보조,,추세 관망,CAUTION,49.2,통신 및 방송 장비 제조업,11019289000.0,59.0,29.56,0,0,-4.67,-7.31,0.35,12.18,54.07,67.84,2.19,23.79,13.33,0.261,0.261,0,12.0,1,0,1.6,0.39,40600.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,3.15,5.0,7.3,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,0,1,24620.0,7.91,-0.3135,False,O,▲,31178,▼,X,X,0,0,0,0.5,250,0,1,1,1,0.0,통신 및 방송 장비 제조업,2.8081111111111112,29.43988888888889,7.0,66.9,OK,12.39743168577234,12.39743168577234,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,40.1,40.1,40.1,30.28,30.28,FRESH,0.62,,False,0.3,True,MATURE,4069.0,7.333,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,23.1,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
148,004370,농심,KOSPI,유통·소비재,379500,59.15,23083.6,0.0,0.0,WAIT,WAIT,3,False,1,True,41.4,41.4,66.5,33.0,7.9,0.0,31.4,35.8,58.6,26.8,5.93,0.0,RR5.9 + 진입적정,0,379500.0,366000.0,459500.0,480500.0,,-0.2,0.93,402719,-12.3,특이사항 없음,0,2.61,62.9,1.07,STRUCT 강점,,,추세 관망,CAUTION,49.2,기타 식품 제조업,5915105500.0,65.2,5.66,0,1,-0.39,0.13,1.2,3.41,-7.33,-12.96,-6.58,-37.61,-67.47,0.808,0.053,0,6.0,1,0,1.39,0.74,,SWING_60D,60,SWING_120D,45,,0,v1_sl_first_gap_at_open,3.56,5.0,5.9,NORMAL+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,-1,392450.0,-5.77,-0.0317,True,X,▼,381187,▲,X,X,0,0,0,-0.39,250,0,-1,-1,1,0.0,기타 식품 제조업,8.645,9.898333333333333,12.0,7.9,OK,43.18181721474829,43.18181721474829,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,41.4,41.4,41.4,30.28,30.28,FRESH,0.62,,False,0.3,True,MATURE,4069.0,5.926,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,21.1,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
149,097950,CJ제일제당,KOSPI,유통·소비재,233000,119.9,35076.3,0.0,0.0,WAIT,WAIT,3,False,1,True,39.2,39.2,62.1,29.2,13.2,0.0,30.8,34.8,48.9,38.9,0.85,0.0,진입적정,0,233000.0,223000.0,241500.0,251000.0,⚡눌림회복,-0.54,0.61,219648,10.13,특이사항 없음,0,9.0,55.6,-0.2,STRUCT 강점,,,추세 관망,CAUTION,49.2,기타 식품 제조업,11989600250.0,64.1,9.82,0,1,-0.43,-1.89,-0.64,7.62,9.39,1.53,-2.37,-20.89,-52.98,0.11,0.11,1,6.0,0,0,1.08,0.72,257000.0,SWING_20D,80,ATR_3.5x,45,FIBO_1.272,40,v1_sl_first_gap_at_open,4.29,5.0,0.8,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,0,1,221900.0,6.08,-0.0937,True,O,▲,236506,▼,X,X,0,0,0,-0.64,250,0,1,1,1,0.0,기타 식품 제조업,8.645,9.898333333333333,12.0,13.2,OK,14.900685728889414,14.900685728889414,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,39.2,39.2,39.2,30.28,30.28,FRESH,0.62,,False,0.3,True,MATURE,4069.0,0.85,0.878,0.85,0.0,0.0,0.0,v22_calibrated,,,,,,True,3.6,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
150,049080,기가레인,KOSDAQ,IT/전기전자,2350,173.55,1994.8,0.0,0.0,WAIT,WAIT,3,False,1,True,38.7,38.7,53.0,0.0,87.5,0.0,30.2,46.8,87.5,0.0,2.2,0.0,RR2.2 + 진입적정,0,2350.0,1997.0,3125.0,3325.0,,-0.33,0.19,1999,-2.06,특이사항 없음,0,55.64,49.1,3.28,AI 강점,,,추세 관망,CAUTION,49.2,전자부품 제조업,17355404616.0,50.0,74.88,0,0,-5.24,-3.49,-5.81,117.79,307.99,322.66,107.8,277.71,268.15,0.436,0.436,0,12.0,0,0,0.71,0.61,4055.0,SWING_20D,80,ATR_2x,70,ATR_3.5x,45,v1_sl_first_gap_at_open,15.02,6.0,2.2,NORMAL+WARN:ATR%=20.9% > 20% — 이상치 의심+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,1380.5,17.5,-0.4805,False,O,▲,2517,▼,X,X,0,0,0,-0.4,248,0,1,1,1,0.0,전자부품 제조업,2.8081111111111112,29.43988888888889,7.0,87.5,OK,11.327226208820562,11.327226208820562,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,38.7,38.7,38.7,30.28,30.28,FRESH,0.62,,False,0.3,True,MATURE,4069.0,2.195,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,33.0,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
151,138040,메리츠금융지주,KOSPI,금융,115300,232.58,192951.4,0.0,0.0,WAIT,WAIT,3,False,1,True,33.5,33.5,39.7,37.8,12.4,0.0,29.8,30.0,27.3,65.9,1.35,0.0,RR1.4 + 진입적정,0,115300.0,109800.0,122700.0,149800.0,⚡눌림회복,-1.14,0.94,120423,5.48,특이사항 없음,5,2.17,44.3,-0.07,저점추세 양호,,,추세 관망,CAUTION,49.2,기타 금융업,23257609300.0,37.1,8.16,1,1,0.52,-1.28,-2.54,3.5,4.06,4.34,-6.49,-26.22,-50.17,0.361,0.22,1,6.3,1,0,1.39,0.38,,SWING_20D,80,SWING_60D,60,,0,v1_sl_first_gap_at_open,4.77,4.0,1.3,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,0,-1,120130.0,-4.25,-0.1,True,X,▲,116348,▼,X,X,0,0,0,-0.52,250,0,1,1,1,0.0,기타 금융업,8.51875,22.95075,8.0,12.4,OK,25.049330038695892,25.049330038695892,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,33.5,33.5,33.5,30.28,30.28,FRESH,0.62,,False,0.3,True,MATURE,4069.0,1.345,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,6.4,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
152,082640,동양생명,KOSPI,금융,8270,100.59,13344.4,0.0,0.0,WAIT,WAIT,3,False,1,True,30.8,30.8,0.0,39.4,75.4,0.0,29.7,38.3,75.4,5.8,2.05,0.0,RR2.0 + 진입적정,0,8270.0,7880.0,9070.0,9380.0,,0.93,2.12,8240,-0.82,특이사항 없음,5,0.25,39.8,-4.05,AI 강점,,MFI 약세,추세 관망,CAUTION,49.2,보험업,10058877370.0,18.9,9.6,1,1,-5.49,-2.71,-6.24,-4.39,21.62,22.16,-14.38,-8.66,-32.35,0.52,0.52,0,8.3,0,1,1.6,0.17,10130.0,SWING_20D,80,SWING_60D,60,FIBO_1.272,40,v1_sl_first_gap_at_open,4.72,5.0,2.1,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,0,1,7996.5,0.36,0.0062,True,O,▲,8700,▼,X,X,0,0,0,0.0,250,0,1,1,1,0.0,보험업,8.51875,22.95075,8.0,75.4,OK,40.0,40.0,8,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,30.8,30.8,30.8,30.28,30.28,FRESH,0.62,,False,0.3,True,MATURE,4069.0,2.051,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,9.7,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
153,046970,우리로,KOSDAQ,기타,8750,304.34,3834.7,0.0,0.0,WAIT,WAIT,3,False,1,True,36.8,36.8,59.2,9.0,47.7,0.0,29.5,38.6,50.2,37.2,19.61,0.0,RR19.6 + 진입적정,0,8750.0,8370.0,16200.0,20300.0,,-1.15,0.14,8295,477.03,특이사항 없음,0,32.57,55.9,-5.99,저점추세 양호,,,추세 관망,CAUTION,49.2,기타 전문 도매업,30434186080.0,54.6,90.84,0,0,-8.47,-17.61,-12.41,13.34,480.24,541.03,3.35,449.96,486.52,0.197,0.1,1,12.0,0,0,1.72,0.23,25500.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,4.34,6.0,19.6,SWING+WARN:ATR%=22.1% > 20% — 이상치 의심+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,0,1,7919.0,5.48,-1.4459,True,O,▲,10783,▼,X,X,0,0,0,2.51,247,0,1,1,1,0.0,기타 전문 도매업,7.818846153846153,14.542115384615384,10.0,47.7,OK,3.5,3.5,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,36.8,36.8,36.8,30.28,30.28,FRESH,0.62,,False,0.3,True,MATURE,4069.0,19.605,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,85.1,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
154,326030,SK바이오팜,KOSPI,기타,102600,157.47,80349.4,0.0,0.0,WAIT,WAIT,3,False,1,True,29.2,29.2,7.1,56.9,17.8,0.0,28.2,27.3,49.8,37.8,1.13,0.0,RR1.1 + 진입적정,0,102600.0,97900.0,107900.0,122400.0,⚡눌림회복,0.29,0.91,101300,7.38,특이사항 없음,0,8.95,59.6,2.15,저점추세 양호,,,추세 관망,CAUTION,49.2,자연과학 및 공학 연구개발업,15746521900.0,53.4,15.07,0,0,0.2,0.59,2.4,8.23,-14.07,-11.17,-1.76,-44.35,-65.68,0.563,0.045,1,6.0,1,0,0.3,0.65,144100.0,SWING_20D,80,SWING_60D,60,SWING_120D,45,v1_sl_first_gap_at_open,4.58,4.0,1.1,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,1,1,96360.0,1.28,-0.1535,True,X,▼,104527,▼,X,X,0,0,0,-0.49,250,0,-1,-1,1,0.0,자연과학 및 공학 연구개발업,7.818846153846153,14.542115384615384,10.0,17.8,OK,44.02987862005187,44.02987862005187,4,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,29.2,29.2,29.2,30.28,30.28,FRESH,0.62,,False,0.3,True,MATURE,4069.0,1.128,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,5.2,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
155,037030,파워넷,KOSDAQ,인프라·에너지,5890,89.35,1502.7,0.0,0.0,WAIT,WAIT,3,False,1,True,37.9,37.9,67.7,0.0,54.1,0.0,28.1,40.6,67.7,15.4,16.05,0.0,RR16.1 + 진입적정,0,5890.0,5690.0,9100.0,10920.0,,-0.7,0.17,5750,-3.75,특이사항 없음,0,13.54,48.5,-8.49,STRUCT 강점,,,추세 관망,CAUTION,49.2,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",8935196550.0,81.5,57.19,0,0,-6.95,-8.54,-30.46,12.84,105.23,114.96,2.85,74.95,60.45,0.395,0.277,0,12.0,0,0,3.2,0.18,13220.0,SWING_20D,80,FIBO_1.272,40,FIBO_1.618,25,v1_sl_first_gap_at_open,3.4,6.0,16.1,SWING+PM_BLOCK_INTRADAY+EF:정상,enter,100.0,0,-1,8232.0,2.42,-0.618,True,O,▲,6489,▼,X,X,0,0,0,2.05,250,0,1,1,1,0.0,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",10.44375,27.81125,5.0,54.1,OK,3.5,3.5,6,1,0.4,0.4,0.2,STRUCT+TIMING+AI+SECTOR,default,default,default,60,20260428,20260428,,37.9,37.9,37.9,30.28,30.28,FRESH,0.62,,False,0.3,True,MATURE,4069.0,16.05,0.878,0.878,0.0,0.0,0.0,v22_calibrated,,,,,,True,54.5,,ELITE_SCORE,MATURE,4069,2.1.0,OK,,100.0,ATTACK,OK,OK,OK,OK,OK,OK,OK,0,7,True,True,True,
